paper_id,pred_score,pred_decision,gt_avg_score,gt_decision,gt_binary,match,cost,gt_score_0,gt_score_1,gt_score_2,gt_score_3,gt_score_4,gt_score_5,gt_score_6
kMfVTka2WB,4.5,N/A,2.00,Reject,Reject,N/A,0.0107,2.0,2.0,2.0,2.0,,,
L2rfd2Czbj,7.2,N/A,6.67,Accept (Poster),Accept,N/A,0.0102,6.0,6.0,8.0,,,,
RpDJz00zNh,7.5,N/A,4.50,Reject,Reject,N/A,0.0173,4.0,6.0,4.0,4.0,,,
sh1hWO9RHo,7.5,N/A,4.50,Reject,Reject,N/A,0.0281,4.0,4.0,6.0,4.0,,,
32mrjmaeMP,7.0,N/A,4.50,Accept (Poster),Accept,N/A,0.0554,6.0,6.0,4.0,2.0,,,
4Ha2srdhPN,7.2,N/A,4.50,Reject,Reject,N/A,0.0275,2.0,8.0,2.0,6.0,,,
oh9ChF7Pv0,7.5,N/A,4.67,Accept (Poster),Accept,N/A,0.0322,6.0,6.0,2.0,,,,
khHNHzRjMy,4.5,N/A,3.00,Reject,Reject,N/A,0.0188,6.0,2.0,2.0,2.0,,,
zKQSyT7a7n,7.5,N/A,6.00,Reject,Reject,N/A,0.0167,6.0,8.0,4.0,6.0,,,
NfO2Lt2WY7,5.5,N/A,2.00,Reject,Reject,N/A,0.0264,6.0,0.0,0.0,2.0,,,
D5PJX02Jki,7.5,N/A,6.00,Accept (Poster),Accept,N/A,0.0249,8.0,6.0,4.0,6.0,,,
ZNAY3ivd62,7.0,N/A,4.00,Reject,Reject,N/A,0.0175,2.0,4.0,6.0,4.0,,,
DZUehXNiBn,7.5,N/A,4.00,Withdrawn (treated as Reject),Reject,N/A,0.0503,4.0,2.0,4.0,6.0,,,
x6bG2Hoqdf,7.5,N/A,5.50,Accept (Poster),Accept,N/A,0.0309,8.0,2.0,8.0,4.0,,,
XKLPlnfZzM,7.5,N/A,3.50,Reject,Reject,N/A,0.0361,6.0,4.0,2.0,2.0,,,
bH5M0ts8Y6,7.5,N/A,5.00,Accept (Poster),Accept,N/A,0.0297,4.0,8.0,4.0,4.0,,,
W42oLSwI9p,5.5,N/A,5.00,Reject,Reject,N/A,0.0194,4.0,4.0,6.0,6.0,,,
U6ROetm5nW,7.0,N/A,4.50,Withdrawn (treated as Reject),Reject,N/A,0.0276,8.0,6.0,2.0,2.0,,,
Ksvv8x00eo,7.0,N/A,3.50,Withdrawn (treated as Reject),Reject,N/A,0.0363,6.0,2.0,4.0,2.0,,,
MwuSvrthXq,7.2,N/A,4.00,Reject,Reject,N/A,0.0447,6.0,4.0,2.0,4.0,,,
31CznLfRIS,6.5,N/A,4.50,Accept (Poster),Accept,N/A,0.0247,4.0,4.0,6.0,4.0,,,
iIEEgI6WsF,7.5,N/A,5.50,Accept (Poster),Accept,N/A,0.0181,6.0,2.0,8.0,6.0,,,
M14YpuTejd,7.0,N/A,4.00,Withdrawn (treated as Reject),Reject,N/A,0.0127,6.0,2.0,4.0,,,,
CQ0U1wZYoy,7.5,N/A,4.00,Accept (Poster),Accept,N/A,0.0145,2.0,4.0,4.0,4.0,6.0,,
hQZQVLJrH9,6.5,N/A,4.50,Withdrawn (treated as Reject),Reject,N/A,0.0128,4.0,2.0,6.0,6.0,,,
eETr3lrOQB,7.2,N/A,4.50,Accept (Poster),Accept,N/A,0.0236,4.0,8.0,2.0,4.0,,,
vGkXf8nvt9,7.0,N/A,4.67,Reject,Reject,N/A,0.0236,4.0,6.0,4.0,,,,
VgVeQpagf7,7.5,N/A,4.67,Reject,Reject,N/A,0.0384,4.0,4.0,6.0,,,,
NFB4QGGS65,7.5,N/A,6.50,Accept (Poster),Accept,N/A,0.0470,8.0,8.0,4.0,6.0,,,
Rt9SeEAMWv,7.0,N/A,4.80,Reject,Reject,N/A,0.0340,6.0,4.0,2.0,6.0,6.0,,
piylyBPSau,5.5,N/A,4.00,Reject,Reject,N/A,0.0198,2.0,4.0,4.0,6.0,,,
Iq1fNZus2W,7.5,N/A,3.00,Withdrawn (treated as Reject),Reject,N/A,0.0121,2.0,2.0,4.0,4.0,,,
USyGD0eUod,7.0,N/A,6.00,Accept (Poster),Accept,N/A,0.0420,6.0,8.0,4.0,,,,
c7OsKOOZo8,7.2,N/A,4.50,Withdrawn (treated as Reject),Reject,N/A,0.0152,6.0,4.0,4.0,4.0,,,
rI2Fa13fUL,7.5,N/A,5.00,Reject,Reject,N/A,0.0336,6.0,6.0,4.0,4.0,,,
dCtkwjkK0E,5.5,N/A,2.00,Reject,Reject,N/A,0.0143,2.0,2.0,2.0,2.0,,,
Mz98kwANpF,7.5,N/A,4.50,Reject,Reject,N/A,0.0236,4.0,4.0,4.0,6.0,,,
Me0n0iESJY,7.5,N/A,6.00,Accept (Poster),Accept,N/A,0.0292,4.0,8.0,8.0,4.0,,,
qSak1Hjfdq,7.5,N/A,5.00,Accept (Poster),Accept,N/A,0.0369,4.0,6.0,4.0,6.0,,,
GMP1S4R6Ke,7.5,N/A,5.33,Accept (Poster),Accept,N/A,0.0246,4.0,6.0,6.0,,,,
ppXAVexrAM,7.0,N/A,4.00,Reject,Reject,N/A,0.0154,4.0,4.0,6.0,2.0,,,
7yvz93kBw9,7.0,N/A,6.00,Accept (Poster),Accept,N/A,0.0179,6.0,6.0,6.0,,,,
d2pUyiXwcm,7.5,N/A,4.50,Accept (Poster),Accept,N/A,0.0760,4.0,2.0,8.0,4.0,,,
sJxBWDc8SM,7.0,N/A,3.50,Reject,Reject,N/A,0.0165,2.0,2.0,4.0,6.0,,,
XX5EZoe4ec,7.0,N/A,2.00,Reject,Reject,N/A,0.0214,2.0,2.0,2.0,2.0,,,
IdJakw2jta,7.0,N/A,4.50,Withdrawn (treated as Reject),Reject,N/A,0.0201,4.0,6.0,4.0,4.0,,,
oiz0QHejVj,7.0,N/A,4.50,Reject,Reject,N/A,0.0210,4.0,6.0,4.0,4.0,,,
c2ozZYoZFd,7.5,N/A,2.67,Reject,Reject,N/A,0.0069,2.0,4.0,2.0,,,,
cZFgsLq8Gs,6.5,N/A,4.00,Accept (Poster),Accept,N/A,0.0548,4.0,6.0,4.0,2.0,,,
tswBfpkwHn,7.2,N/A,5.00,Reject,Reject,N/A,0.0671,6.0,4.0,6.0,4.0,,,
OuMNJoKJBQ,5.5,N/A,4.50,Accept (Poster),Accept,N/A,0.0245,4.0,4.0,6.0,4.0,,,
ey7CXUBn1g,7.0,N/A,3.00,Withdrawn (treated as Reject),Reject,N/A,0.0238,2.0,2.0,4.0,4.0,,,
khBHJz2wcV,7.0,N/A,3.00,Accept (Poster),Accept,N/A,0.0411,0.0,2.0,6.0,4.0,,,
KsWRLyIAKP,5.5,N/A,3.20,Withdrawn (treated as Reject),Reject,N/A,0.0215,4.0,2.0,2.0,4.0,4.0,,
WhO6Km5Rku,5.5,N/A,4.00,Withdrawn (treated as Reject),Reject,N/A,0.0196,4.0,4.0,2.0,6.0,,,
2EQPpEZtEK,7.5,N/A,3.33,Reject,Reject,N/A,0.0196,2.0,4.0,4.0,,,,
wUzBBsrdB1,7.5,N/A,5.00,Reject,Reject,N/A,0.0359,8.0,4.0,6.0,2.0,,,
wSbVv6xaRr,5.5,N/A,4.00,Withdrawn (treated as Reject),Reject,N/A,0.0418,4.0,4.0,4.0,,,,
opU91paIvZ,5.0,N/A,3.33,Withdrawn (treated as Reject),Reject,N/A,0.0157,6.0,2.0,2.0,,,,
1j0ormf8uI,7.2,N/A,5.20,Accept (Poster),Accept,N/A,0.0404,8.0,4.0,6.0,6.0,2.0,,
7L7kmHHfgf,7.5,N/A,5.50,Accept (Poster),Accept,N/A,0.0204,4.0,6.0,6.0,6.0,,,
xFo13SaHQm,7.5,N/A,6.50,Accept (Poster),Accept,N/A,0.0232,6.0,6.0,6.0,8.0,,,
C6WWMryELL,7.0,N/A,5.50,Reject,Reject,N/A,0.0384,6.0,4.0,6.0,6.0,,,
v05SW2X3IC,7.0,N/A,5.33,Accept (Poster),Accept,N/A,0.0341,6.0,6.0,4.0,,,,
XIAta0WOJ6,7.5,N/A,6.00,Accept (Poster),Accept,N/A,0.0195,8.0,6.0,6.0,4.0,,,
s7oURFZTQD,5.0,N/A,3.00,Reject,Reject,N/A,0.0275,2.0,2.0,4.0,4.0,,,
GRufFX1gAy,7.0,N/A,4.50,Accept (Poster),Accept,N/A,0.0297,4.0,4.0,6.0,4.0,,,
41JeFWdVFa,5.5,N/A,4.67,Reject,Reject,N/A,0.0236,6.0,6.0,2.0,,,,
mDuTDAK6KU,5.5,N/A,4.00,Withdrawn (treated as Reject),Reject,N/A,0.0468,2.0,8.0,2.0,4.0,,,
