paper_id,pred_score,pred_decision,gt_avg_score,gt_decision,gt_binary,match,cost,gt_score_0,gt_score_1,gt_score_2,gt_score_3,gt_score_4,gt_score_5,gt_score_6
gkTx4sPyAw,3.5,N/A,1.00,Reject,Reject,N/A,0.0115,0.0,2.0,2.0,0.0,,,
4OF7DQA3yW,7.0,N/A,1.33,Withdrawn (treated as Reject),Reject,N/A,0.0183,0.0,2.0,2.0,,,,
o8kbAXPu7P,7.0,N/A,6.00,Accept (Poster),Accept,N/A,0.0226,6.0,6.0,6.0,6.0,,,
AjaicwLUmj,3.0,N/A,1.00,Reject,Reject,N/A,0.0056,0.0,2.0,2.0,0.0,,,
WgMZPsdJmC,3.0,N/A,0.50,Reject,Reject,N/A,0.0097,0.0,0.0,2.0,0.0,,,
kI27Niy4xY,7.8,N/A,8.00,Accept (Oral),Accept,N/A,0.0291,8.0,8.0,8.0,8.0,,,
vQLUAkl5SG,5.5,N/A,5.50,Accept (Poster),Accept,N/A,0.0414,4.0,6.0,6.0,6.0,,,
bhR00j6Mku,7.0,N/A,6.67,Accept (Poster),Accept,N/A,0.0353,8.0,6.0,6.0,,,,
9WiPZy3Kro,7.8,N/A,5.50,Accept (Poster),Accept,N/A,0.0313,6.0,4.0,6.0,6.0,,,
IqXlvYA7En,7.0,N/A,6.00,Accept (Poster),Accept,N/A,0.0291,6.0,6.0,6.0,6.0,,,
ao7VBbvWIK,4.5,N/A,1.00,Withdrawn (treated as Reject),Reject,N/A,0.0091,2.0,0.0,,,,,
f4oAYJxrgH,3.5,N/A,0.00,Withdrawn (treated as Reject),Reject,N/A,0.0096,0.0,0.0,0.0,0.0,,,
knHHCx1prj,3.5,N/A,0.00,Reject,Reject,N/A,0.0184,0.0,0.0,0.0,,,,
pW6rFymZ8F,7.5,N/A,5.00,Reject,Reject,N/A,0.0220,6.0,6.0,4.0,4.0,,,
Dxb9zYD23D,7.0,N/A,3.50,Withdrawn (treated as Reject),Reject,N/A,0.0171,4.0,4.0,2.0,4.0,,,
4S5x8yhJ5H,5.0,N/A,0.00,Withdrawn (treated as Reject),Reject,N/A,0.0141,0.0,0.0,0.0,,,,
34V0IZytle,7.0,N/A,6.67,Accept (Poster),Accept,N/A,0.0432,8.0,4.0,8.0,,,,
UtFQNwWBaA,7.0,N/A,4.00,Reject,Reject,N/A,0.0319,4.0,6.0,2.0,4.0,,,
PtgQrxQ9Ak,7.0,N/A,4.00,Reject,Reject,N/A,0.0300,4.0,6.0,2.0,4.0,,,
K5t8PfzwFR,5.0,N/A,3.00,Withdrawn (treated as Reject),Reject,N/A,0.0161,4.0,2.0,4.0,2.0,,,
SkmkGKEZ1U,3.5,N/A,0.50,Reject,Reject,N/A,0.0100,0.0,0.0,2.0,0.0,,,
2eAGrunxVz,7.0,N/A,7.50,Accept (Oral),Accept,N/A,0.0447,8.0,8.0,8.0,6.0,,,
s7gSTR2AqA,5.0,N/A,6.00,Accept (Poster),Accept,N/A,0.0237,4.0,8.0,6.0,,,,
jsPQFNmnln,7.2,N/A,6.67,Accept (Poster),Accept,N/A,0.0301,6.0,6.0,8.0,,,,
lfsjVdi72l,7.0,N/A,4.00,Accept (Poster),Accept,N/A,0.0244,4.0,6.0,2.0,,,,
n1AvXiU2lu,7.5,N/A,6.50,Accept (Poster),Accept,N/A,0.0190,8.0,8.0,6.0,4.0,,,
dUgq4bLY4X,7.5,N/A,6.67,Accept (Poster),Accept,N/A,0.0541,8.0,4.0,8.0,,,,
pcaHnwjnsO,4.0,N/A,1.50,Reject,Reject,N/A,0.0086,0.0,0.0,6.0,0.0,,,
qNlTH4kYJZ,7.5,N/A,7.00,Accept (Oral),Accept,N/A,0.0491,8.0,8.0,4.0,8.0,,,
pfw176o1YJ,7.5,N/A,7.00,Accept (Oral),Accept,N/A,0.0309,8.0,8.0,6.0,6.0,,,
r12Cz05mUT,4.0,N/A,3.00,Withdrawn (treated as Reject),Reject,N/A,0.0161,4.0,2.0,2.0,4.0,,,
r99m9ziONQ,7.5,N/A,6.00,Accept (Poster),Accept,N/A,0.0298,6.0,6.0,6.0,6.0,,,
5o0zF03RP9,4.5,N/A,0.50,Withdrawn (treated as Reject),Reject,N/A,0.0100,2.0,0.0,0.0,0.0,,,
sSbEEHNEsL,7.5,N/A,8.00,Accept (Poster),Accept,N/A,0.0271,8.0,8.0,8.0,8.0,,,
wkVsKDnl4s,5.0,N/A,1.00,Reject,Reject,N/A,0.0243,2.0,0.0,2.0,0.0,,,
78WdKlYSeO,5.5,N/A,1.33,Reject,Reject,N/A,0.0175,2.0,2.0,0.0,,,,
wyCnT4BUsT,7.5,N/A,4.67,Reject,Reject,N/A,0.0287,6.0,4.0,4.0,,,,
B6HnApgkP3,4.5,N/A,2.00,Reject,Reject,N/A,0.0175,2.0,2.0,2.0,,,,
ZBaPU5FL0Z,7.5,N/A,3.00,Withdrawn (treated as Reject),Reject,N/A,0.0248,2.0,4.0,4.0,2.0,,,
05hNleYOcG,7.0,N/A,2.50,Accept (Poster),Accept,N/A,0.0177,2.0,4.0,2.0,2.0,,,
c2ozZYoZFd,7.5,N/A,2.67,Reject,Reject,N/A,0.0212,2.0,4.0,2.0,,,,
VaFqN9dnCa,4.0,N/A,0.00,Withdrawn (treated as Reject),Reject,N/A,0.0272,0.0,0.0,0.0,,,,
p15DIvdOV9,7.0,N/A,2.80,Withdrawn (treated as Reject),Reject,N/A,0.0145,4.0,2.0,2.0,4.0,2.0,,
jymuXl8GYi,7.5,N/A,6.00,Accept (Poster),Accept,N/A,0.0225,6.0,4.0,8.0,6.0,,,
5Y4wvlp923,4.0,N/A,0.50,Reject,Reject,N/A,0.0098,0.0,2.0,0.0,0.0,,,
6Y9NP1qhoM,7.0,N/A,5.00,Accept (Poster),Accept,N/A,0.0257,4.0,6.0,8.0,2.0,,,
VbTLgEUocp,5.0,N/A,7.00,Accept (Poster),Accept,N/A,0.0179,6.0,8.0,8.0,6.0,,,
c5mdo1hWrs,5.0,N/A,7.33,Accept (Poster),Accept,N/A,0.0257,6.0,8.0,8.0,,,,
xURArpl40L,7.0,N/A,3.50,Withdrawn (treated as Reject),Reject,N/A,0.0307,6.0,4.0,2.0,2.0,,,
TjF9WLcu8o,3.5,N/A,0.00,Reject,Reject,N/A,0.0093,0.0,0.0,0.0,0.0,,,
bhPaXhWVKG,7.0,N/A,5.33,Reject,Reject,N/A,0.0323,6.0,6.0,4.0,,,,
5SQo2E9Ujj,4.0,N/A,0.00,Withdrawn (treated as Reject),Reject,N/A,0.0076,0.0,0.0,0.0,0.0,0.0,,
CSrGFB070m,5.5,N/A,2.50,Withdrawn (treated as Reject),Reject,N/A,0.0229,2.0,2.0,2.0,4.0,,,
ACn1rbjlFB,7.5,N/A,4.50,Reject,Reject,N/A,0.0283,6.0,4.0,4.0,4.0,,,
CbK7lYbmv8,5.5,N/A,5.00,Accept (Poster),Accept,N/A,0.0169,4.0,4.0,8.0,4.0,,,
VP204Aa0gH,7.5,N/A,2.50,Withdrawn (treated as Reject),Reject,N/A,0.0189,2.0,4.0,2.0,2.0,,,
P0GOk5wslg,7.0,N/A,7.50,Accept (Oral),Accept,N/A,0.0267,6.0,6.0,10.0,8.0,,,
b8TlYh6PN6,7.5,N/A,8.00,Accept (Oral),Accept,N/A,0.0480,8.0,8.0,8.0,8.0,,,
y3oHMcoItR,7.5,N/A,7.50,Accept (Oral),Accept,N/A,0.0373,10.0,10.0,6.0,4.0,,,
do4hqhMBiu,3.5,N/A,0.00,Reject,Reject,N/A,0.0066,0.0,0.0,0.0,,,,
83F6YF4Hz6,7.5,N/A,6.00,Accept (Poster),Accept,N/A,0.0271,6.0,6.0,4.0,8.0,,,
Ic65R0Tbc1,7.5,N/A,5.00,Reject,Reject,N/A,0.0391,4.0,6.0,8.0,2.0,,,
n3u7PK2kyd,7.0,N/A,2.00,Withdrawn (treated as Reject),Reject,N/A,0.0250,2.0,2.0,2.0,2.0,2.0,,
QGXVZ0OPLy,5.5,N/A,5.00,Accept (Poster),Accept,N/A,0.0162,4.0,4.0,6.0,6.0,,,
