paper_id,pred_score,pred_decision,gt_avg_score,gt_decision,gt_binary,match,cost,gt_score_0,gt_score_1,gt_score_2,gt_score_3,gt_score_4,gt_score_5,gt_score_6
EDJ7cPZk7V,7.2,N/A,6.40,Reject,Reject,N/A,0.0207,10.0,5.0,6.0,3.0,8.0,,
mV6cO4mGjH,7.5,N/A,4.50,Reject,Reject,N/A,0.0222,1.0,5.0,6.0,6.0,,,
6Mxhg9PtDE,7.5,N/A,9.50,Accept (Oral),Accept,N/A,0.0374,10.0,8.0,10.0,10.0,,,
DJSZGGZYVi,7.5,N/A,9.00,Accept (Oral),Accept,N/A,0.0292,10.0,8.0,8.0,10.0,8.0,10.0,
e92KW6htFO,7.0,N/A,5.00,Reject,Reject,N/A,0.0367,6.0,3.0,5.0,6.0,,,
FCBbh0HCrF,7.0,N/A,7.00,Accept (Poster),Accept,N/A,0.0396,8.0,6.0,8.0,6.0,,,
e1Z4NCQ146,5.5,N/A,5.25,Reject,Reject,N/A,0.0207,5.0,6.0,5.0,5.0,,,
HD6bWcj87Y,7.5,N/A,7.50,Accept (Oral),Accept,N/A,0.0336,6.0,8.0,6.0,10.0,,,
H25xduunIK,7.0,N/A,5.75,Reject,Reject,N/A,0.0197,5.0,5.0,8.0,5.0,,,
s3IBHTTDYl,5.5,N/A,6.75,Accept (Poster),Accept,N/A,0.0250,8.0,5.0,6.0,8.0,,,
5XL8c0Vg9k,4.5,N/A,2.00,Reject,Reject,N/A,0.0111,3.0,3.0,1.0,1.0,,,
cLws58ZojF,5.5,N/A,3.00,Reject,Reject,N/A,0.0134,3.0,3.0,3.0,3.0,,,
NuVBI4wPMm,7.5,N/A,6.50,Accept (Poster),Accept,N/A,0.0418,6.0,6.0,8.0,6.0,,,
5kMwiMnUip,3.0,N/A,1.40,Reject,Reject,N/A,0.0083,1.0,1.0,1.0,3.0,1.0,,
nwDRD4AMoN,7.5,N/A,9.00,Accept (Oral),Accept,N/A,0.0337,10.0,10.0,8.0,8.0,,,
FNiqaC382D,5.5,N/A,5.50,Reject,Reject,N/A,0.0587,6.0,3.0,5.0,8.0,,,
u1cQYxRI1H,7.0,N/A,10.00,Accept (Oral),Accept,N/A,0.0180,10.0,10.0,10.0,10.0,,,
Nh1ZH61OqF,7.0,N/A,5.00,Reject,Reject,N/A,0.0558,3.0,3.0,8.0,6.0,,,
CU8CNDw6Vv,7.5,N/A,5.25,Reject,Reject,N/A,0.0183,3.0,5.0,5.0,8.0,,,
8QTpYC4smR,2.5,N/A,1.00,Reject,Reject,N/A,0.0099,1.0,1.0,1.0,1.0,,,
KiDGtYCPcv,4.5,N/A,4.25,Reject,Reject,N/A,0.0155,6.0,5.0,3.0,3.0,,,
gInIbukM0R,4.0,N/A,2.50,Reject,Reject,N/A,0.0131,1.0,3.0,3.0,3.0,,,
U3PBITXNG6,7.5,N/A,7.50,Accept (Spotlight),Accept,N/A,0.0341,8.0,8.0,6.0,8.0,,,
V1N6MmDY27,3.5,N/A,2.50,Reject,Reject,N/A,0.0128,1.0,3.0,5.0,1.0,,,
