paper_id,pred_score,pred_decision,gt_avg_score,gt_decision,gt_binary,match,cost,gt_score_0,gt_score_1,gt_score_2,gt_score_3,gt_score_4,gt_score_5,gt_score_6
f4oAYJxrgH,,N/A,0.00,Withdrawn (treated as Reject),Reject,N/A,0.0000,0.0,0.0,0.0,0.0,,,
iWEG5F8o9a,,N/A,3.00,Reject,Reject,N/A,0.0000,4.0,2.0,4.0,2.0,,,
05hNleYOcG,,N/A,2.50,Accept (Poster),Accept,N/A,0.0000,2.0,4.0,2.0,2.0,,,
CVZFzsg1PJ,,N/A,2.00,Withdrawn (treated as Reject),Reject,N/A,0.0000,2.0,2.0,2.0,2.0,,,
3qAzQyOOnA,,N/A,4.00,Reject,Reject,N/A,0.0000,2.0,2.0,4.0,8.0,,,
m18MXVdrV9,,N/A,5.50,Accept (Poster),Accept,N/A,0.0000,4.0,6.0,6.0,6.0,,,
FMjeC9Msws,,N/A,7.50,Accept (Oral),Accept,N/A,0.0000,8.0,6.0,8.0,8.0,,,
K5t8PfzwFR,,N/A,3.00,Withdrawn (treated as Reject),Reject,N/A,0.0000,4.0,2.0,4.0,2.0,,,
XPIEkFdEDi,,N/A,6.00,Accept (Poster),Accept,N/A,0.0000,6.0,8.0,6.0,4.0,,,
wJgaHyJaDD,,N/A,5.00,Reject,Reject,N/A,0.0000,6.0,6.0,4.0,4.0,,,
DjxNqXsApM,,N/A,3.00,Reject,Reject,N/A,0.0000,2.0,2.0,4.0,4.0,,,
eQ4kdm5iYj,,N/A,3.00,Reject,Reject,N/A,0.0000,6.0,2.0,2.0,2.0,,,
kZHSvETWdi,,N/A,5.50,Accept (Poster),Accept,N/A,0.0000,4.0,6.0,4.0,8.0,,,
sSbEEHNEsL,,N/A,8.00,Accept (Poster),Accept,N/A,0.0000,8.0,8.0,8.0,8.0,,,
fecsMxAWbw,,N/A,4.00,Reject,Reject,N/A,0.0000,6.0,4.0,2.0,4.0,,,
c5mdo1hWrs,,N/A,7.33,Accept (Poster),Accept,N/A,0.0000,6.0,8.0,8.0,,,,
nHrYBGujps,,N/A,7.50,Accept (Oral),Accept,N/A,0.0000,6.0,8.0,8.0,8.0,,,
7mCo3R3Wyn,,N/A,7.50,Accept (Poster),Accept,N/A,0.0000,10.0,8.0,6.0,6.0,,,
NfuBj8jleE,,N/A,5.50,Accept (Poster),Accept,N/A,0.0000,4.0,4.0,8.0,6.0,,,
Ahdsg2nkNH,,N/A,8.00,Accept (Poster),Accept,N/A,0.0000,8.0,8.0,8.0,,,,
